FQ,QX,dQX,QY,dQY,A,dA,phi,dphi
217.20000000000002,-8.75e-08,1.2183492931011202e-08,-1.6999999999999993e-07,1.1401754250991376e-08,1.9119688804998887e-07,1.1569853244672789e-08,-2.0461393089613917,0.06288792668062752
219.71136793467923,-6.999999999999999e-08,1.2449899597988732e-08,-1.9249999999999993e-07,8.856494791959176e-09,2.0483224843759336e-07,9.347679168618064e-09,-1.9195673303788037,0.05900175481045089
222.11169768444057,-5.5e-08,1.167261752992875e-08,-1.7249999999999996e-07,1.0882899429839457e-08,1.8105593058499903e-07,1.0958157157734732e-08,-1.8794471938717618,0.06407961961314891
224.40589871648697,-8e-08,1.5572411502397437e-08,-1.8499999999999998e-07,1.1779218989389744e-08,2.0155644370746373e-07,1.2453698863575246e-08,-1.978945430549986,0.07461167318287353
226.5986634297378,-3.75e-08,1.1659223816361016e-08,-1.8499999999999992e-07,1.006230589874905e-08,1.887624168101266e-07,1.0130103812155365e-08,-1.7707892834010779,0.061454851181128
228.6944767523345,-8.249999999999999e-08,1.5919720474932968e-08,-2.05e-07,7.826237921249262e-09,2.209779400754745e-07,9.382839953240295e-09,-1.9534035411526967,0.06812848995627348
230.69762531480018,-5.250000000000001e-08,1.1976539567003483e-08,-1.9249999999999993e-07,7.310095758606723e-09,1.9953069939234906e-07,7.724523883759389e-09,-1.837048375945822,0.05870539079046636
232.6122062176149,-5.499999999999998e-08,1.3181426326464065e-08,-1.8749999999999995e-07,9.270248108869579e-09,1.9540023029669124e-07,9.63818724554875e-09,-1.856125746977032,0.0660942439613231
234.44213541113947,-4.75e-08,1.1976539567003483e-08,-1.8249999999999995e-07,7.310095758606721e-09,1.8858022165646106e-07,7.690742329235354e-09,-1.8254209929894383,0.06223205790660954
236.19115570502763,-4e-08,1.3038404810405294e-08,-1.9999999999999994e-07,1.0606601717798213e-08,2.0396078054371133e-07,1.0710347261482162e-08,-1.7681918866447774,0.06350886929626398
237.8628444235078,-4.2500000000000003e-08,1.2386989141837494e-08,-1.9999999999999994e-07,9.354143466934853e-09,2.0446576730592331e-07,9.50520104929883e-09,-1.7801817197483922,0.06001717061577114
239.4606207221929,-7.75e-08,1.0882899429839459e-08,-1.8749999999999995e-07,9.27024810886958e-09,2.0288543565273476e-07,9.522591889881931e-09,-1.9627438522634095,0.052555754658048744
240.9877525813832,-7.250000000000002e-08,1.676119029186173e-08,-1.7249999999999996e-07,1.1442792491345805e-08,1.8711627401164226e-07,1.2387745691043311e-08,-1.9686706844120663,0.08591133256873311
242.4473634901651,-5.250000000000001e-08,1.3908181045701123e-08,-1.9750000000000001e-07,6.590713163232033e-09,2.0435875317685808e-07,7.303234257476271e-09,-1.8306106966407347,0.06629327589389505
243.84243883497825,-7.750000000000003e-08,1.3451301052314605e-08,-1.8499999999999998e-07,7.1589105316381755e-09,2.005772918353421e-07,8.403062254836679e-09,-1.9675049896861108,0.06337335846466251
245.17583200571704,-7.249999999999998e-08,1.1976539567003483e-08,-2.0749999999999997e-07,8.120190884455856e-09,2.1980104640333264e-07,8.6237613243319e-09,-1.9069343775804644,0.052862337387001995
246.4502702318552,-5.5e-08,1.1124297730643493e-08,-1.75e-07,1.3462912017836257e-08,1.834393632784414e-07,1.3269550884770238e-08,-1.8753072099970092,0.061896481503242395
247.6683601605312,-8e-08,1.2449899597988732e-08,-1.5499999999999995e-07,1.4958275301651593e-08,1.7442763542512401e-07,1.4466796767423758e-08,-2.0472637462686034,0.07463123062578032
248.83259318800236,-4.9999999999999985e-08,1.1180339887498947e-08,-1.7999999999999997e-07,1.4747881203752627e-08,1.86815416922694e-07,1.4521498734684126e-08,-1.841743177133317,0.06141270845086766
249.94535055537347,-6.000000000000001e-08,1.5247950681976907e-08,-1.9499999999999999e-07,8.587782018658833e-09,2.0402205763103163e-07,9.353059912655842e-09,-1.869295258381076,0.07249649804449318
251.00890821902107,-5.5e-08,1.3647344063956177e-08,-1.9499999999999996e-07,9.937303457175894e-09,2.0260799589354804e-07,1.0256604182401005e-08,-1.8457061682755693,0.06618213356013355
252.0254415056763,-4.2500000000000003e-08,1.7056890103415682e-08,-1.8749999999999995e-07,5.994789404140898e-09,1.9225633929730376e-07,6.956910897253898e-09,-1.7936965591232725,0.08679876021918723
252.99702956168647,-6.999999999999999e-08,1.3874436925511606e-08,-2.075e-07,1.0767427733679015e-08,2.189891549826155e-07,1.1124764511775544e-08,-1.8961569738115387,0.06205602200401582
253.92565960555612,-6.500000000000001e-08,1.3738631664034086e-08,-1.7749999999999997e-07,9.6663074645906e-09,1.8902711445715928e-07,1.0232673914728422e-08,-1.921827213537317,0.07047749573990042
254.8132309924653,-7.250000000000001e-08,1.3451301052314602e-08,-1.6749999999999996e-07,1.4694812009685593e-08,1.8251712248443978e-07,1.4505688054301503e-08,-1.9792852198675241,0.07481509696476701
255.66155909907832,-7.749999999999999e-08,1.5196627915429134e-08,-1.9249999999999993e-07,8.856494791959175e-09,2.0751505969447127e-07,9.985380278353857e-09,-1.9535398366404721,0.06977753256608477
256.4723790365886,-6.499999999999999e-08,1.1236102527122114e-08,-1.8749999999999998e-07,1.3169567191065922e-08,1.984470962246613e-07,1.2975939654570704e-08,-1.9044985033324469,0.05774418684661775
257.2473491995943,-7.75e-08,1.1976539567003483e-08,-1.9499999999999999e-07,9.937303457175894e-09,2.0983624567743293e-07,1.0239422262773061e-08,-1.9490903181363561,0.05584968810651956
257.9880546580629,-7.999999999999998e-08,1.5572411502397437e-08,-1.8499999999999998e-07,1.5850867484147358e-08,2.015564437074637e-07,1.580732546832444e-08,-1.9789454305499858,0.07748007569806264
258.69601039932303,-7.249999999999998e-08,1.2487493743742174e-08,-1.825e-07,1.8464492952691662e-08,1.963733688665548e-07,1.776854328497461e-08,-1.948938642117498,0.06853954497996881
259.372664426714,-4.7499999999999995e-08,1.5998046755776155e-08,-1.8499999999999998e-07,1.2298373876248846e-08,1.9100065444914054e-07,1.2558845128887827e-08,-1.822124110955737,0.08269288347027218
260.01940072123057,-8.749999999999998e-08,1.7275343701356566e-08,-1.7749999999999994e-07,1.1442792491345805e-08,1.9789517427163294e-07,1.2793891894388449e-08,-2.0287942783921182,0.08236704539896349
260.6375420722218,-6.000000000000001e-08,1.3038404810405294e-08,-1.825e-07,8.120190884455856e-09,1.9210999453438125e-07,8.722856168081827e-09,-1.8884316780844275,0.06581204453841007
261.22835278293167,-5.499999999999998e-08,1.3647344063956177e-08,-1.8249999999999995e-07,8.856494791959175e-09,1.906075811713689e-07,9.349553313936227e-09,-1.8635094020188938,0.06985243650289562
261.7930412564172,-6.999999999999999e-08,1.387443692551161e-08,-1.9999999999999994e-07,7.905694150420948e-09,2.1189620100417084e-07,8.75711610094015e-09,-1.9074711461816238,0.06301852479697513
262.3327624671318,-8.250000000000002e-08,1.4694812009685593e-08,-1.7999999999999994e-07,1.2942179105544785e-08,1.9800568173666126e-07,1.3263061697640137e-08,-2.000558605891585,0.07275476202213126
262.84862032322917,-5.499999999999999e-08,1.364734406395618e-08,-1.6749999999999996e-07,1.97721394896961e-08,1.762987521226398e-07,1.9261780157715394e-08,-1.888062606316723,0.08144508724942895
263.3416699244206,-7.25e-08,1.4350522638566162e-08,-1.9e-07,1.2549900398011133e-08,2.0336236131595248e-07,1.2792820436584107e-08,-1.9353223292018311,0.06950351711529773
263.81291972000224,-9.25e-08,1.1871710070583766e-08,-1.925e-07,9.536115561380326e-09,2.1357083134173544e-07,1.0015826575728393e-08,-2.0187384209645636,0.053705288376099905
264.26333357146683,-8e-08,1.387443692551161e-08,-2.1999999999999996e-07,9.617692030835669e-09,2.3409399821439248e-07,1.0206803227102414e-08,-1.9195673303788037,0.0574426352828088
264.69383272391906,-6.999999999999999e-08,1.2449899597988732e-08,-1.9999999999999994e-07,8.660254037844386e-09,2.1189620100417084e-07,9.150437817363887e-09,-1.9074711461816238,0.057076022399730524
265.1052976903259,-6e-08,1.1510864433221338e-08,-1.8249999999999995e-07,1.0767427733679013e-08,1.921099945343812e-07,1.0842189816496241e-08,-1.8884316780844275,0.05955167985565895
265.4985700524568,-6.25e-08,1.2183492931011202e-08,-1.9750000000000001e-07,8.272696053887147e-09,2.07153324858666e-07,8.701710200508424e-09,-1.877280891644759,0.05735305992650366
